0,1,2.7
0.01,0.99998,2.7034
0.02,0.99995,2.7112
0.03,0.9999,2.7222
0.04,0.99984,2.7357
0.05,0.99977,2.7514
0.06,0.9997,2.7687
0.07,0.99962,2.7873
0.08,0.99954,2.807
0.09,0.99945,2.8274
0.1,0.99936,2.8482
0.11,0.99928,2.8694
0.12,0.99919,2.8907
0.13,0.9991,2.912
0.14,0.99901,2.9332
0.15,0.99893,2.9541
0.16,0.99884,2.9747
0.17,0.99876,2.9949
0.18,0.99868,3.0147
0.19,0.9986,3.034
0.2,0.99853,3.0527
0.21,0.99846,3.0709
0.22,0.99839,3.0886
0.23,0.99832,3.1056
0.24,0.99825,3.1221
0.25,0.99819,3.138
0.26,0.99813,3.1534
0.27,0.99807,3.1681
0.28,0.99801,3.1823
0.29,0.99796,3.196
0.3,0.99791,3.2091
0.31,0.99786,3.2217
0.32,0.99781,3.2338
0.33,0.99776,3.2454
0.34,0.99772,3.2566
0.35,0.99768,3.2673
0.36,0.99764,3.2775
0.37,0.9976,3.2874
0.38,0.99756,3.2968
0.39,0.99753,3.3059
0.4,0.99749,3.3146
0.41,0.99746,3.3229
0.42,0.99743,3.3309
0.43,0.9974,3.3385
0.44,0.99737,3.3459
0.45,0.99734,3.3529
0.46,0.99732,3.3597
0.47,0.99729,3.3662
0.48,0.99727,3.3725
0.49,0.99725,3.3784
0.5,0.99722,3.3842
0.51,0.9972,3.3897
0.52,0.99718,3.3951
0.53,0.99716,3.4002
0.54,0.99714,3.4051
0.55,0.99712,3.4098
0.56,0.99711,3.4144
0.57,0.99709,3.4188
0.58,0.99707,3.423
0.59,0.99706,3.4271
0.6,0.99704,3.431
0.61,0.99703,3.4348
0.62,0.99701,3.4384
0.63,0.997,3.4419
0.64,0.99699,3.4453
0.65,0.99697,3.4486
0.66,0.99696,3.4517
0.67,0.99695,3.4548
0.68,0.99694,3.4577
0.69,0.99693,3.4605
0.7,0.99692,3.4633
0.71,0.99691,3.4659
0.72,0.9969,3.4685
0.73,0.99689,3.471
0.74,0.99688,3.4734
0.75,0.99687,3.4757
0.76,0.99686,3.478
0.77,0.99685,3.4802
0.78,0.99684,3.4823
0.79,0.99683,3.4843
0.8,0.99683,3.4863
0.81,0.99682,3.4882
0.82,0.99681,3.4901
0.83,0.99681,3.4919
0.84,0.9968,3.4937
0.85,0.99679,3.4954
0.86,0.99679,3.497
0.87,0.99678,3.4986
0.88,0.99677,3.5002
0.89,0.99677,3.5017
0.9,0.99676,3.5032
0.91,0.99676,3.5046
0.92,0.99675,3.506
0.93,0.99675,3.5073
0.94,0.99674,3.5087
0.95,0.99674,3.5099
0.96,0.99673,3.5112
0.97,0.99673,3.5124
0.98,0.99672,3.5136
0.99,0.99672,3.5147
1,0.99671,3.5159
1.01,0.99671,3.517
1.02,0.9967,3.518
1.03,0.9967,3.5191
1.04,0.9967,3.5201
1.05,0.99669,3.5211
1.06,0.99669,3.522
1.07,0.99669,3.523
1.08,0.99668,3.5239
1.09,0.99668,3.5248
1.1,0.99668,3.5257
1.11,0.99667,3.5265
1.12,0.99667,3.5274
1.13,0.99667,3.5282
1.14,0.99666,3.529
1.15,0.99666,3.5298
1.16,0.99666,3.5305
1.17,0.99665,3.5313
1.18,0.99665,3.532
1.19,0.99665,3.5327
1.2,0.99665,3.5334
1.21,0.99664,3.5341
1.22,0.99664,3.5347
1.23,0.99664,3.5354
1.24,0.99664,3.536
1.25,0.99663,3.5367
1.26,0.99663,3.5373
1.27,0.99663,3.5379
1.28,0.99663,3.5385
1.29,0.99662,3.5391
1.3,0.99662,3.5396
1.31,0.99662,3.5402
1.32,0.99662,3.5407
1.33,0.99662,3.5413
1.34,0.99661,3.5418
1.35,0.99661,3.5423
1.36,0.99661,3.5428
1.37,0.99661,3.5433
1.38,0.99661,3.5438
1.39,0.9966,3.5443
1.4,0.9966,3.5447
1.41,0.9966,3.5452
1.42,0.9966,3.5456
1.43,0.9966,3.5461
1.44,0.99659,3.5465
1.45,0.99659,3.5469
1.46,0.99659,3.5474
1.47,0.99659,3.5478
1.48,0.99659,3.5482
1.49,0.99659,3.5486
1.5,0.99659,3.549
1.51,0.99658,3.5494
1.52,0.99658,3.5497
1.53,0.99658,3.5501
1.54,0.99658,3.5505
1.55,0.99658,3.5509
1.56,0.99658,3.5512
1.57,0.99658,3.5516
1.58,0.99657,3.5519
1.59,0.99657,3.5523
1.6,0.99657,3.5526
1.61,0.99657,3.5529
1.62,0.99657,3.5532
1.63,0.99657,3.5536
1.64,0.99657,3.5539
1.65,0.99657,3.5542
1.66,0.99656,3.5545
1.67,0.99656,3.5548
1.68,0.99656,3.5551
1.69,0.99656,3.5554
1.7,0.99656,3.5557
1.71,0.99656,3.556
1.72,0.99656,3.5563
1.73,0.99656,3.5565
1.74,0.99655,3.5568
1.75,0.99655,3.5571
1.76,0.99655,3.5574
1.77,0.99655,3.5576
1.78,0.99655,3.5579
1.79,0.99655,3.5582
1.8,0.99655,3.5584
1.81,0.99655,3.5587
1.82,0.99655,3.5589
1.83,0.99655,3.5592
1.84,0.99654,3.5594
1.85,0.99654,3.5596
1.86,0.99654,3.5599
1.87,0.99654,3.5601
1.88,0.99654,3.5604
1.89,0.99654,3.5606
1.9,0.99654,3.5608
1.91,0.99654,3.561
1.92,0.99654,3.5613
1.93,0.99654,3.5615
1.94,0.99654,3.5617
1.95,0.99654,3.5619
1.96,0.99653,3.5621
1.97,0.99653,3.5623
1.98,0.99653,3.5626
1.99,0.99653,3.5628
2,0.99653,3.563
2.01,0.99653,3.5632
2.02,0.99653,3.5634
2.03,0.99653,3.5636
2.04,0.99653,3.5638
2.05,0.99653,3.564
2.06,0.99653,3.5642
2.07,0.99653,3.5644
2.08,0.99652,3.5645
2.09,0.99652,3.5647
2.1,0.99652,3.5649
2.11,0.99652,3.5651
2.12,0.99652,3.5653
2.13,0.99652,3.5655
2.14,0.99652,3.5657
2.15,0.99652,3.5658
2.16,0.99652,3.566
2.17,0.99652,3.5662
2.18,0.99652,3.5664
2.19,0.99652,3.5665
2.2,0.99652,3.5667
2.21,0.99652,3.5669
2.22,0.99652,3.5671
2.23,0.99651,3.5672
2.24,0.99651,3.5674
2.25,0.99651,3.5676
2.26,0.99651,3.5677
2.27,0.99651,3.5679
2.28,0.99651,3.568
2.29,0.99651,3.5682
2.3,0.99651,3.5684
2.31,0.99651,3.5685
2.32,0.99651,3.5687
2.33,0.99651,3.5688
2.34,0.99651,3.569
2.35,0.99651,3.5692
2.36,0.99651,3.5693
2.37,0.99651,3.5695
2.38,0.99651,3.5696
2.39,0.9965,3.5698
2.4,0.9965,3.5699
2.41,0.9965,3.5701
2.42,0.9965,3.5702
2.43,0.9965,3.5704
2.44,0.9965,3.5705
2.45,0.9965,3.5707
2.46,0.9965,3.5708
2.47,0.9965,3.571
2.48,0.9965,3.5711
2.49,0.9965,3.5713
2.5,0.9965,3.5714
2.51,0.9965,3.5715
2.52,0.9965,3.5717
2.53,0.9965,3.5718
2.54,0.9965,3.572
2.55,0.9965,3.5721
2.56,0.9965,3.5723
2.57,0.99649,3.5724
2.58,0.99649,3.5725
2.59,0.99649,3.5727
2.6,0.99649,3.5728
2.61,0.99649,3.5729
2.62,0.99649,3.5731
2.63,0.99649,3.5732
2.64,0.99649,3.5733
2.65,0.99649,3.5735
2.66,0.99649,3.5736
2.67,0.99649,3.5737
2.68,0.99649,3.5739
2.69,0.99649,3.574
2.7,0.99649,3.5741
2.71,0.99649,3.5743
2.72,0.99649,3.5744
2.73,0.99649,3.5745
2.74,0.99649,3.5747
2.75,0.99648,3.5748
2.76,0.99648,3.5749
2.77,0.99648,3.5751
2.78,0.99648,3.5752
2.79,0.99648,3.5753
2.8,0.99648,3.5754
2.81,0.99648,3.5756
2.82,0.99648,3.5757
2.83,0.99648,3.5758
2.84,0.99648,3.576
2.85,0.99648,3.5761
2.86,0.99648,3.5762
2.87,0.99648,3.5763
2.88,0.99648,3.5765
2.89,0.99648,3.5766
2.9,0.99648,3.5767
2.91,0.99648,3.5768
2.92,0.99648,3.577
2.93,0.99648,3.5771
2.94,0.99648,3.5772
2.95,0.99648,3.5773
2.96,0.99647,3.5775
2.97,0.99647,3.5776
2.98,0.99647,3.5777
2.99,0.99647,3.5778
3,0.99647,3.578
3.01,0.99647,3.5781
3.02,0.99647,3.5782
3.03,0.99647,3.5783
3.04,0.99647,3.5784
3.05,0.99647,3.5786
3.06,0.99647,3.5787
3.07,0.99647,3.5788
3.08,0.99647,3.5789
3.09,0.99647,3.5791
3.1,0.99647,3.5792
3.11,0.99647,3.5793
3.12,0.99647,3.5794
3.13,0.99647,3.5795
3.14,0.99647,3.5797
3.15,0.99647,3.5798
3.16,0.99647,3.5799
3.17,0.99646,3.58
3.18,0.99646,3.5801
3.19,0.99646,3.5803
3.2,0.99646,3.5804
3.21,0.99646,3.5805
3.22,0.99646,3.5806
3.23,0.99646,3.5807
3.24,0.99646,3.5809
3.25,0.99646,3.581
3.26,0.99646,3.5811
3.27,0.99646,3.5812
3.28,0.99646,3.5813
3.29,0.99646,3.5815
3.3,0.99646,3.5816
3.31,0.99646,3.5817
3.32,0.99646,3.5818
3.33,0.99646,3.5819
3.34,0.99646,3.582
3.35,0.99646,3.5822
3.36,0.99646,3.5823
3.37,0.99646,3.5824
3.38,0.99645,3.5825
3.39,0.99645,3.5826
3.4,0.99645,3.5828
3.41,0.99645,3.5829
3.42,0.99645,3.583
3.43,0.99645,3.5831
3.44,0.99645,3.5832
3.45,0.99645,3.5834
3.46,0.99645,3.5835
3.47,0.99645,3.5836
3.48,0.99645,3.5837
3.49,0.99645,3.5838
3.5,0.99645,3.5839
3.51,0.99645,3.5841
3.52,0.99645,3.5842
3.53,0.99645,3.5843
3.54,0.99645,3.5844
3.55,0.99645,3.5845
3.56,0.99645,3.5847
3.57,0.99645,3.5848
3.58,0.99645,3.5849
3.59,0.99644,3.585
3.6,0.99644,3.5851
3.61,0.99644,3.5853
3.62,0.99644,3.5854
3.63,0.99644,3.5855
3.64,0.99644,3.5856
3.65,0.99644,3.5857
3.66,0.99644,3.5859
3.67,0.99644,3.586
3.68,0.99644,3.5861
3.69,0.99644,3.5862
3.7,0.99644,3.5863
3.71,0.99644,3.5865
3.72,0.99644,3.5866
3.73,0.99644,3.5867
3.74,0.99644,3.5868
3.75,0.99644,3.5869
3.76,0.99644,3.5871
3.77,0.99644,3.5872
3.78,0.99644,3.5873
3.79,0.99644,3.5874
3.8,0.99643,3.5875
3.81,0.99643,3.5877
3.82,0.99643,3.5878
3.83,0.99643,3.5879
3.84,0.99643,3.588
3.85,0.99643,3.5881
3.86,0.99643,3.5883
3.87,0.99643,3.5884
3.88,0.99643,3.5885
3.89,0.99643,3.5886
3.9,0.99643,3.5887
3.91,0.99643,3.5889
3.92,0.99643,3.589
3.93,0.99643,3.5891
3.94,0.99643,3.5892
3.95,0.99643,3.5893
3.96,0.99643,3.5895
3.97,0.99643,3.5896
3.98,0.99643,3.5897
3.99,0.99643,3.5898
4,0.99643,3.59
4.01,0.99642,3.5901
4.02,0.99642,3.5902
4.03,0.99642,3.5903
4.04,0.99642,3.5905
4.05,0.99642,3.5906
4.06,0.99642,3.5907
4.07,0.99642,3.5908
4.08,0.99642,3.5909
4.09,0.99642,3.5911
4.1,0.99642,3.5912
4.11,0.99642,3.5913
4.12,0.99642,3.5914
4.13,0.99642,3.5916
4.14,0.99642,3.5917
4.15,0.99642,3.5918
4.16,0.99642,3.5919
4.17,0.99642,3.5921
4.18,0.99642,3.5922
4.19,0.99642,3.5923
4.2,0.99642,3.5924
4.21,0.99642,3.5926
4.22,0.99641,3.5927
4.23,0.99641,3.5928
4.24,0.99641,3.5929
4.25,0.99641,3.5931
